,File,Label,annotated,path,Label_bio,Label_bio_str
1966,example_cluster74_image4.png,Stroma,Yes,output/export/clusters/example_cluster74_image4.png,['Stroma'],Stroma
1967,example_cluster171_image15.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster171_image15.png,"['RBCs', 'WBCs']",RBCs|WBCs
1968,example_cluster135_image6.png,Connective tissue|Lymphocytes,Yes,output/export/clusters/example_cluster135_image6.png,"['Connective tissue', 'Lymphocytes']",Connective tissue|Lymphocytes
1970,example_cluster17_image16.png,Tumor,Yes,output/export/clusters/example_cluster17_image16.png,['Tumor'],Tumor
1971,example_cluster175_image2.png,Tumor,Yes,output/export/clusters/example_cluster175_image2.png,['Tumor'],Tumor
1972,example_cluster92_image13.png,Connective tissue,Yes,output/export/clusters/example_cluster92_image13.png,['Connective tissue'],Connective tissue
1973,example_cluster83_image22.png,Orange Images|Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster83_image22.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
1974,example_cluster173_image13.png,Pigment|Plasmacell|Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster173_image13.png,"['Lymphocytes', 'Stroma', 'Pigment', 'Plasmacell']",Lymphocytes|Stroma|Pigment|Plasmacell
1975,example_cluster164_image22.png,Connective tissue,Yes,output/export/clusters/example_cluster164_image22.png,['Connective tissue'],Connective tissue
1978,example_cluster152_image16.png,Necrosis,Yes,output/export/clusters/example_cluster152_image16.png,['Necrosis'],Necrosis
1980,example_cluster86_image1.png,Stroma,Yes,output/export/clusters/example_cluster86_image1.png,['Stroma'],Stroma
1981,example_cluster156_image12.png,Plasmacell|Tumor,Yes,output/export/clusters/example_cluster156_image12.png,"['Tumor', 'Plasmacell']",Tumor|Plasmacell
1982,example_cluster46_image5.png,Stroma,Yes,output/export/clusters/example_cluster46_image5.png,['Stroma'],Stroma
1983,example_cluster147_image21.png,Plasmacell|RBCs|Orange Images|Lymphocytes,Yes,output/export/clusters/example_cluster147_image21.png,"['RBCs', 'Lymphocytes', 'Plasmacell']",RBCs|Lymphocytes|Plasmacell
1984,example_cluster66_image21.png,Connective tissue,Yes,output/export/clusters/example_cluster66_image21.png,['Connective tissue'],Connective tissue
1985,example_cluster127_image5.png,Connective tissue,Yes,output/export/clusters/example_cluster127_image5.png,['Connective tissue'],Connective tissue
1986,example_cluster75_image12.png,Normal,Yes,output/export/clusters/example_cluster75_image12.png,['Normal'],Normal
1987,example_cluster26_image7.png,RBCs|Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster26_image7.png,"['RBCs', 'Stroma', 'Lymphocytes']",RBCs|Stroma|Lymphocytes
1988,example_cluster145_image23.png,Artifact|Tumor,Yes,output/export/clusters/example_cluster145_image23.png,['Tumor'],Tumor
1989,example_cluster154_image14.png,Necrosis,Yes,output/export/clusters/example_cluster154_image14.png,['Necrosis'],Necrosis
1990,example_cluster6_image9.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster6_image9.png,"['Stroma', 'Tumor']",Stroma|Tumor
1991,example_cluster107_image7.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster107_image7.png,"['RBCs', 'WBCs']",RBCs|WBCs
1992,example_cluster73_image14.png,Tumor,Yes,output/export/clusters/example_cluster73_image14.png,['Tumor'],Tumor
1993,example_cluster64_image23.png,Tumor,Yes,output/export/clusters/example_cluster64_image23.png,['Tumor'],Tumor
1994,example_cluster66_image3.png,Connective tissue,Yes,output/export/clusters/example_cluster66_image3.png,['Connective tissue'],Connective tissue
1997,example_cluster77_image10.png,Necrosis,Yes,output/export/clusters/example_cluster77_image10.png,['Necrosis'],Necrosis
2000,example_cluster72_image15.png,Glass/Blank,Yes,output/export/clusters/example_cluster72_image15.png,[],Glass/Blank
2001,example_cluster63_image24.png,Muscle,Yes,output/export/clusters/example_cluster63_image24.png,['Muscle'],Muscle
2002,example_cluster177_image0.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster177_image0.png,"['RBCs', 'WBCs']",RBCs|WBCs
2003,example_cluster153_image15.png,Normal,Yes,output/export/clusters/example_cluster153_image15.png,['Normal'],Normal
2004,example_cluster144_image24.png,WBCs|Necrosis|RBCs|Lymphocytes,Yes,output/export/clusters/example_cluster144_image24.png,"['RBCs', 'Necrosis', 'Lymphocytes', 'WBCs']",RBCs|Necrosis|Lymphocytes|WBCs
2005,example_cluster16_image8.png,Lymphocytes,Yes,output/export/clusters/example_cluster16_image8.png,['Lymphocytes'],Lymphocytes
2006,example_cluster76_image11.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster76_image11.png,"['Stroma', 'Tumor']",Stroma|Tumor
2007,example_cluster137_image4.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster137_image4.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
2008,example_cluster67_image20.png,Necrosis,Yes,output/export/clusters/example_cluster67_image20.png,['Necrosis'],Necrosis
2009,example_cluster157_image11.png,Tumor,Yes,output/export/clusters/example_cluster157_image11.png,['Tumor'],Tumor
2010,example_cluster56_image4.png,Connective tissue|RBCs,Yes,output/export/clusters/example_cluster56_image4.png,"['RBCs', 'Connective tissue']",RBCs|Connective tissue
2011,example_cluster148_image20.png,Normal,Yes,output/export/clusters/example_cluster148_image20.png,['Normal'],Normal
2012,example_cluster65_image22.png,WBCs|Orange Images|Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster65_image22.png,"['Lymphocytes', 'Stroma', 'WBCs']",Lymphocytes|Stroma|WBCs
2013,example_cluster117_image6.png,Artifact|Tumor,Yes,output/export/clusters/example_cluster117_image6.png,['Tumor'],Tumor
2014,example_cluster74_image13.png,Plasmacell|Stroma|Mucin,Yes,output/export/clusters/example_cluster74_image13.png,"['Stroma', 'Mucin', 'Plasmacell']",Stroma|Mucin|Plasmacell
2015,example_cluster36_image6.png,RBCs,Yes,output/export/clusters/example_cluster36_image6.png,['RBCs'],RBCs
2016,example_cluster146_image22.png,Stroma,Yes,output/export/clusters/example_cluster146_image22.png,['Stroma'],Stroma
2017,example_cluster155_image13.png,Stroma,Yes,output/export/clusters/example_cluster155_image13.png,['Stroma'],Stroma
2018,example_cluster151_image17.png,Tumor,Yes,output/export/clusters/example_cluster151_image17.png,['Tumor'],Tumor
2019,example_cluster157_image2.png,Artifact|Tumor,Yes,output/export/clusters/example_cluster157_image2.png,['Tumor'],Tumor
2020,example_cluster70_image17.png,Apoptosis|Tumor,Yes,output/export/clusters/example_cluster70_image17.png,"['Tumor', 'Apoptosis']",Tumor|Apoptosis
2022,example_cluster117_image15.png,Artifact|RBCs|Tumor,Yes,output/export/clusters/example_cluster117_image15.png,"['RBCs', 'Tumor']",RBCs|Tumor
2023,example_cluster42_image9.png,Tumor,Yes,output/export/clusters/example_cluster42_image9.png,['Tumor'],Tumor
2024,example_cluster108_image24.png,Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster108_image24.png,"['Lymphocytes', 'Tumor']",Lymphocytes|Tumor
2025,example_cluster27_image24.png,RBCs,Yes,output/export/clusters/example_cluster27_image24.png,['RBCs'],RBCs
2026,example_cluster123_image9.png,Tumor,Yes,output/export/clusters/example_cluster123_image9.png,['Tumor'],Tumor
2027,example_cluster36_image15.png,Tumor,Yes,output/export/clusters/example_cluster36_image15.png,['Tumor'],Tumor
2028,example_cluster32_image19.png,Tumor,Yes,output/export/clusters/example_cluster32_image19.png,['Tumor'],Tumor
2029,example_cluster82_image5.png,WBCs|Necrosis|Tumor,Yes,output/export/clusters/example_cluster82_image5.png,"['Necrosis', 'WBCs', 'Tumor']",Necrosis|WBCs|Tumor
2030,example_cluster192_image12.png,Stroma|Tumor|Out of focus,Yes,output/export/clusters/example_cluster192_image12.png,"['Stroma', 'Tumor']",Stroma|Tumor
2031,example_cluster183_image21.png,Necrosis,Yes,output/export/clusters/example_cluster183_image21.png,['Necrosis'],Necrosis
2033,example_cluster163_image5.png,Connective tissue,Yes,output/export/clusters/example_cluster163_image5.png,['Connective tissue'],Connective tissue
2034,example_cluster62_image7.png,Stroma,Yes,output/export/clusters/example_cluster62_image7.png,['Stroma'],Stroma
2035,example_cluster119_image13.png,Artifact|Stroma|Tumor,Yes,output/export/clusters/example_cluster119_image13.png,"['Stroma', 'Tumor']",Stroma|Tumor
2037,example_cluster181_image23.png,Artifact|Tumor,Yes,output/export/clusters/example_cluster181_image23.png,['Tumor'],Tumor
2038,example_cluster143_image7.png,Glass/Blank,Yes,output/export/clusters/example_cluster143_image7.png,[],Glass/Blank
2039,example_cluster190_image14.png,RBCs,Yes,output/export/clusters/example_cluster190_image14.png,['RBCs'],RBCs
2040,example_cluster29_image22.png,Stroma|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster29_image22.png,"['Stroma', 'Lymphocytes', 'Tumor']",Stroma|Lymphocytes|Tumor
2043,example_cluster115_image17.png,Stroma,Yes,output/export/clusters/example_cluster115_image17.png,['Stroma'],Stroma
2044,example_cluster194_image10.png,WBCs|Stroma|Tumor,Yes,output/export/clusters/example_cluster194_image10.png,"['Stroma', 'WBCs', 'Tumor']",Stroma|WBCs|Tumor
2045,example_cluster180_image24.png,Tumor,Yes,output/export/clusters/example_cluster180_image24.png,['Tumor'],Tumor
2046,example_cluster37_image14.png,Lymphocytes,Yes,output/export/clusters/example_cluster37_image14.png,['Lymphocytes'],Lymphocytes
2047,example_cluster133_image8.png,RBCs|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster133_image8.png,"['RBCs', 'Tumor', 'Lymphocytes']",RBCs|Tumor|Lymphocytes
2048,example_cluster28_image23.png,Stroma,Yes,output/export/clusters/example_cluster28_image23.png,['Stroma'],Stroma
2049,example_cluster118_image14.png,RBCs,Yes,output/export/clusters/example_cluster118_image14.png,['RBCs'],RBCs
2050,example_cluster52_image8.png,Plasmacell|Orange Images|Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster52_image8.png,"['Lymphocytes', 'Stroma', 'Plasmacell']",Lymphocytes|Stroma|Plasmacell
2051,example_cluster109_image23.png,Unknown|RBCs,Yes,output/export/clusters/example_cluster109_image23.png,['RBCs'],RBCs
2052,example_cluster173_image4.png,Artifact|Necrosis,Yes,output/export/clusters/example_cluster173_image4.png,['Necrosis'],Necrosis
2053,example_cluster184_image20.png,Connective tissue,Yes,output/export/clusters/example_cluster184_image20.png,['Connective tissue'],Connective tissue
2054,example_cluster114_image18.png,Connective tissue,Yes,output/export/clusters/example_cluster114_image18.png,['Connective tissue'],Connective tissue
2055,example_cluster193_image11.png,RBCs|Stroma|Tumor,Yes,output/export/clusters/example_cluster193_image11.png,"['Stroma', 'RBCs', 'Tumor']",Stroma|RBCs|Tumor
2056,example_cluster33_image18.png,RBCs,Yes,output/export/clusters/example_cluster33_image18.png,['RBCs'],RBCs
2057,example_cluster92_image4.png,Necrosis,Yes,output/export/clusters/example_cluster92_image4.png,['Necrosis'],Necrosis
2058,example_cluster191_image13.png,Orange Images|Stroma,Yes,output/export/clusters/example_cluster191_image13.png,['Stroma'],Stroma
2059,example_cluster39_image12.png,Artifact|Lymphocytes,Yes,output/export/clusters/example_cluster39_image12.png,['Lymphocytes'],Lymphocytes
2060,example_cluster182_image22.png,Glass/Blank,Yes,output/export/clusters/example_cluster182_image22.png,[],Glass/Blank
2061,example_cluster153_image6.png,Normal,Yes,output/export/clusters/example_cluster153_image6.png,['Normal'],Normal
2062,example_cluster72_image6.png,Glass/Blank,Yes,output/export/clusters/example_cluster72_image6.png,[],Glass/Blank
2063,example_cluster193_image2.png,RBCs|Stroma,Yes,output/export/clusters/example_cluster193_image2.png,"['RBCs', 'Stroma']",RBCs|Stroma
2064,example_cluster116_image16.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster116_image16.png,"['Stroma', 'Tumor']",Stroma|Tumor
2065,example_cluster35_image16.png,Glass/Blank|RBCs,Yes,output/export/clusters/example_cluster35_image16.png,['RBCs'],RBCs
2066,example_cluster55_image23.png,RBCs,Yes,output/export/clusters/example_cluster55_image23.png,['RBCs'],RBCs
2067,example_cluster77_image1.png,WBCs|RBCs|Lymphocytes,Yes,output/export/clusters/example_cluster77_image1.png,"['RBCs', 'WBCs', 'Lymphocytes']",RBCs|WBCs|Lymphocytes
2068,example_cluster64_image14.png,Tumor,Yes,output/export/clusters/example_cluster64_image14.png,['Tumor'],Tumor
2069,example_cluster136_image23.png,Tumor,Yes,output/export/clusters/example_cluster136_image23.png,['Tumor'],Tumor
2071,example_cluster145_image14.png,Mucin,Yes,output/export/clusters/example_cluster145_image14.png,['Mucin'],Mucin
2072,example_cluster118_image5.png,RBCs,Yes,output/export/clusters/example_cluster118_image5.png,['RBCs'],RBCs
2073,example_cluster141_image18.png,Necrosis|Stroma|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster141_image18.png,"['Stroma', 'Lymphocytes', 'Tumor', 'Necrosis']",Stroma|Lymphocytes|Tumor|Necrosis
2074,example_cluster68_image10.png,Connective tissue,Yes,output/export/clusters/example_cluster68_image10.png,['Connective tissue'],Connective tissue
2075,example_cluster60_image18.png,Stroma|Mucin,Yes,output/export/clusters/example_cluster60_image18.png,"['Stroma', 'Mucin']",Stroma|Mucin
2076,example_cluster180_image6.png,Tumor,Yes,output/export/clusters/example_cluster180_image6.png,['Tumor'],Tumor
2077,example_cluster37_image5.png,Artifact|Stroma,Yes,output/export/clusters/example_cluster37_image5.png,['Stroma'],Stroma
2078,example_cluster149_image10.png,Tumor,Yes,output/export/clusters/example_cluster149_image10.png,['Tumor'],Tumor
2079,example_cluster66_image12.png,Connective tissue|Orange Images,Yes,output/export/clusters/example_cluster66_image12.png,['Connective tissue'],Connective tissue
2080,example_cluster57_image21.png,Tumor,Yes,output/export/clusters/example_cluster57_image21.png,['Tumor'],Tumor
2081,example_cluster17_image7.png,Tumor,Yes,output/export/clusters/example_cluster17_image7.png,['Tumor'],Tumor
2082,example_cluster160_image8.png,RBCs,Yes,output/export/clusters/example_cluster160_image8.png,['RBCs'],RBCs
2083,example_cluster147_image12.png,Connective tissue,Yes,output/export/clusters/example_cluster147_image12.png,['Connective tissue'],Connective tissue
2084,example_cluster138_image21.png,Necrosis,Yes,output/export/clusters/example_cluster138_image21.png,['Necrosis'],Necrosis
2085,example_cluster143_image16.png,Glass/Blank,Yes,output/export/clusters/example_cluster143_image16.png,[],Glass/Blank
2086,example_cluster138_image3.png,WBCs|Stroma|Tumor,Yes,output/export/clusters/example_cluster138_image3.png,"['Stroma', 'WBCs', 'Tumor']",Stroma|WBCs|Tumor
2087,example_cluster57_image3.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster57_image3.png,"['Stroma', 'Tumor']",Stroma|Tumor
2088,example_cluster62_image16.png,Necrosis,Yes,output/export/clusters/example_cluster62_image16.png,['Necrosis'],Necrosis
2089,example_cluster150_image9.png,Orange Images|Stroma|Out of focus,Yes,output/export/clusters/example_cluster150_image9.png,['Stroma'],Stroma
2090,example_cluster146_image13.png,Pigment|Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster146_image13.png,"['Lymphocytes', 'Stroma', 'Pigment']",Lymphocytes|Stroma|Pigment
2093,example_cluster56_image22.png,Connective tissue|Tumor,Yes,output/export/clusters/example_cluster56_image22.png,"['Connective tissue', 'Tumor']",Connective tissue|Tumor
2094,example_cluster87_image0.png,Necrosis,Yes,output/export/clusters/example_cluster87_image0.png,['Necrosis'],Necrosis
2095,example_cluster65_image13.png,Tumor,Yes,output/export/clusters/example_cluster65_image13.png,['Tumor'],Tumor
2097,example_cluster47_image4.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster47_image4.png,"['RBCs', 'WBCs']",RBCs|WBCs
2098,example_cluster61_image17.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster61_image17.png,"['Stroma', 'Tumor']",Stroma|Tumor
2099,example_cluster128_image4.png,Glass/Blank,Yes,output/export/clusters/example_cluster128_image4.png,[],Glass/Blank
2100,example_cluster142_image17.png,Plasmacell|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster142_image17.png,"['Lymphocytes', 'Tumor', 'Plasmacell']",Lymphocytes|Tumor|Plasmacell
2102,example_cluster27_image6.png,RBCs,Yes,output/export/clusters/example_cluster27_image6.png,['RBCs'],RBCs
2103,example_cluster170_image7.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster170_image7.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
2105,example_cluster140_image19.png,Tumor,Yes,output/export/clusters/example_cluster140_image19.png,['Tumor'],Tumor
2106,example_cluster67_image11.png,Connective tissue|Out of focus|Pigment,Yes,output/export/clusters/example_cluster67_image11.png,"['Connective tissue', 'Pigment']",Connective tissue|Pigment
2107,example_cluster58_image20.png,Connective tissue,Yes,output/export/clusters/example_cluster58_image20.png,['Connective tissue'],Connective tissue
2108,example_cluster7_image8.png,Necrosis|Out of focus,Yes,output/export/clusters/example_cluster7_image8.png,['Necrosis'],Necrosis
2109,example_cluster108_image6.png,Tumor,Yes,output/export/clusters/example_cluster108_image6.png,['Tumor'],Tumor
2110,example_cluster63_image15.png,Muscle|Orange Images,Yes,output/export/clusters/example_cluster63_image15.png,['Muscle'],Muscle
2111,example_cluster67_image2.png,WBCs|Plasmacell|Stroma|Lymphocytes|Tumor,Yes,output/export/clusters/example_cluster67_image2.png,"['Tumor', 'Plasmacell', 'WBCs', 'Lymphocytes', 'Stroma']",Tumor|Plasmacell|WBCs|Lymphocytes|Stroma
2112,example_cluster54_image24.png,Tumor,Yes,output/export/clusters/example_cluster54_image24.png,['Tumor'],Tumor
2113,example_cluster144_image15.png,Lymphocytes,Yes,output/export/clusters/example_cluster144_image15.png,['Lymphocytes'],Lymphocytes
2114,example_cluster148_image2.png,Stroma,Yes,output/export/clusters/example_cluster148_image2.png,['Stroma'],Stroma
2115,example_cluster135_image24.png,RBCs|Stroma|Tumor|Lymphocytes,Yes,output/export/clusters/example_cluster135_image24.png,"['Stroma', 'RBCs', 'Tumor', 'Lymphocytes']",Stroma|RBCs|Tumor|Lymphocytes
2116,example_cluster181_image14.png,Muscle|RBCs,Yes,output/export/clusters/example_cluster181_image14.png,"['RBCs', 'Muscle']",RBCs|Muscle
2117,example_cluster114_image9.png,Connective tissue,Yes,output/export/clusters/example_cluster114_image9.png,['Connective tissue'],Connective tissue
2118,example_cluster29_image13.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster29_image13.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
2119,example_cluster172_image23.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster172_image23.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
2120,example_cluster194_image1.png,Necrosis,Yes,output/export/clusters/example_cluster194_image1.png,['Necrosis'],Necrosis
2121,example_cluster91_image23.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster91_image23.png,"['RBCs', 'WBCs']",RBCs|WBCs
2122,example_cluster33_image9.png,RBCs|Stroma,Yes,output/export/clusters/example_cluster33_image9.png,"['RBCs', 'Stroma']",RBCs|Stroma
2123,example_cluster185_image10.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster185_image10.png,"['Stroma', 'Tumor']",Stroma|Tumor
2124,example_cluster154_image5.png,Connective tissue,Yes,output/export/clusters/example_cluster154_image5.png,['Connective tissue'],Connective tissue
2125,example_cluster106_image17.png,Liver,Yes,output/export/clusters/example_cluster106_image17.png,['Liver'],Liver
2126,example_cluster25_image17.png,Stroma,Yes,output/export/clusters/example_cluster25_image17.png,['Stroma'],Stroma
2127,example_cluster73_image5.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster73_image5.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
2128,example_cluster104_image19.png,Tumor,Yes,output/export/clusters/example_cluster104_image19.png,['Tumor'],Tumor
2129,example_cluster174_image21.png,Tumor,Yes,output/export/clusters/example_cluster174_image21.png,['Tumor'],Tumor
2130,example_cluster183_image12.png,Stroma|Mucin,Yes,output/export/clusters/example_cluster183_image12.png,"['Stroma', 'Mucin']",Stroma|Mucin
2131,example_cluster134_image7.png,Out of focus|Tumor,Yes,output/export/clusters/example_cluster134_image7.png,['Tumor'],Tumor
2132,example_cluster53_image7.png,Tumor,Yes,output/export/clusters/example_cluster53_image7.png,['Tumor'],Tumor
2133,example_cluster23_image19.png,Normal,Yes,output/export/clusters/example_cluster23_image19.png,['Normal'],Normal
2134,example_cluster93_image21.png,Apoptosis|Tumor,Yes,output/export/clusters/example_cluster93_image21.png,"['Tumor', 'Apoptosis']",Tumor|Apoptosis
2135,example_cluster108_image15.png,WBCs|Stroma|Tumor,Yes,output/export/clusters/example_cluster108_image15.png,"['Stroma', 'WBCs', 'Tumor']",Stroma|WBCs|Tumor
2136,example_cluster174_image3.png,Tumor,Yes,output/export/clusters/example_cluster174_image3.png,['Tumor'],Tumor
2137,example_cluster18_image24.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster18_image24.png,"['Stroma', 'Tumor']",Stroma|Tumor
2138,example_cluster93_image3.png,Apoptosis|Tumor,Yes,output/export/clusters/example_cluster93_image3.png,"['Tumor', 'Apoptosis']",Tumor|Apoptosis
2139,example_cluster27_image15.png,RBCs|Stroma,Yes,output/export/clusters/example_cluster27_image15.png,"['RBCs', 'Stroma']",RBCs|Stroma
2140,example_cluster43_image8.png,Necrosis,Yes,output/export/clusters/example_cluster43_image8.png,['Necrosis'],Necrosis
2141,example_cluster92_image22.png,Connective tissue,Yes,output/export/clusters/example_cluster92_image22.png,['Connective tissue'],Connective tissue
2142,example_cluster182_image13.png,Glass/Blank,Yes,output/export/clusters/example_cluster182_image13.png,[],Glass/Blank
2143,example_cluster124_image8.png,Unknown|Pigment,Yes,output/export/clusters/example_cluster124_image8.png,['Pigment'],Pigment
2145,example_cluster83_image4.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster83_image4.png,"['Stroma', 'Tumor']",Stroma|Tumor
2146,example_cluster26_image16.png,Pigment|Stroma,Yes,output/export/clusters/example_cluster26_image16.png,"['Stroma', 'Pigment']",Stroma|Pigment
2147,example_cluster164_image4.png,Connective tissue,Yes,output/export/clusters/example_cluster164_image4.png,['Connective tissue'],Connective tissue
2148,example_cluster107_image16.png,RBCs,Yes,output/export/clusters/example_cluster107_image16.png,['RBCs'],RBCs
2149,example_cluster24_image18.png,Necrosis,Yes,output/export/clusters/example_cluster24_image18.png,['Necrosis'],Necrosis
2150,example_cluster94_image20.png,Stroma|Lymphocytes,Yes,output/export/clusters/example_cluster94_image20.png,"['Lymphocytes', 'Stroma']",Lymphocytes|Stroma
2151,example_cluster63_image6.png,Connective tissue,Yes,output/export/clusters/example_cluster63_image6.png,['Connective tissue'],Connective tissue
2152,example_cluster105_image18.png,Necrosis|RBCs,Yes,output/export/clusters/example_cluster105_image18.png,"['RBCs', 'Necrosis']",RBCs|Necrosis
2153,example_cluster175_image20.png,Tumor,Yes,output/export/clusters/example_cluster175_image20.png,['Tumor'],Tumor
2155,example_cluster144_image6.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster144_image6.png,"['RBCs', 'WBCs']",RBCs|WBCs
2156,example_cluster28_image14.png,Stroma,Yes,output/export/clusters/example_cluster28_image14.png,['Stroma'],Stroma
2157,example_cluster171_image24.png,RBCs,Yes,output/export/clusters/example_cluster171_image24.png,['RBCs'],RBCs
2158,example_cluster19_image23.png,RBCs,Yes,output/export/clusters/example_cluster19_image23.png,['RBCs'],RBCs
2159,example_cluster180_image15.png,Tumor,Yes,output/export/clusters/example_cluster180_image15.png,['Tumor'],Tumor
2161,example_cluster90_image24.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster90_image24.png,"['RBCs', 'WBCs']",RBCs|WBCs
2162,example_cluster184_image2.png,RBCs|Stroma,Yes,output/export/clusters/example_cluster184_image2.png,"['RBCs', 'Stroma']",RBCs|Stroma
2163,example_cluster5_image19.png,Glass/Blank,Yes,output/export/clusters/example_cluster5_image19.png,[],Glass/Blank
2164,example_cluster95_image1.png,Necrosis,Yes,output/export/clusters/example_cluster95_image1.png,['Necrosis'],Necrosis
2166,example_cluster15_image9.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster15_image9.png,"['Stroma', 'Tumor']",Stroma|Tumor
2167,example_cluster86_image10.png,Stroma,Yes,output/export/clusters/example_cluster86_image10.png,['Stroma'],Stroma
2168,example_cluster176_image1.png,Stroma,Yes,output/export/clusters/example_cluster176_image1.png,['Stroma'],Stroma
2169,example_cluster82_image14.png,Tumor,Yes,output/export/clusters/example_cluster82_image14.png,['Tumor'],Tumor
2170,example_cluster9_image15.png,RBCs|Lymphocytes,Yes,output/export/clusters/example_cluster9_image15.png,"['RBCs', 'Lymphocytes']",RBCs|Lymphocytes
2171,example_cluster136_image5.png,WBCs|Stroma|Tumor,Yes,output/export/clusters/example_cluster136_image5.png,"['Stroma', 'WBCs', 'Tumor']",Stroma|WBCs|Tumor
2172,example_cluster73_image23.png,Tumor,Yes,output/export/clusters/example_cluster73_image23.png,['Tumor'],Tumor
2173,example_cluster163_image14.png,Connective tissue,Yes,output/export/clusters/example_cluster163_image14.png,['Connective tissue'],Connective tissue
2174,example_cluster55_image5.png,RBCs,Yes,output/export/clusters/example_cluster55_image5.png,['RBCs'],RBCs
2175,example_cluster154_image23.png,Stroma,Yes,output/export/clusters/example_cluster154_image23.png,['Stroma'],Stroma
2176,example_cluster116_image7.png,Tumor,Yes,output/export/clusters/example_cluster116_image7.png,['Tumor'],Tumor
2177,example_cluster7_image17.png,RBCs|Lymphocytes,Yes,output/export/clusters/example_cluster7_image17.png,"['RBCs', 'Lymphocytes']",RBCs|Lymphocytes
2178,example_cluster80_image16.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster80_image16.png,"['Stroma', 'Tumor']",Stroma|Tumor
2180,example_cluster161_image16.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster161_image16.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
2181,example_cluster75_image21.png,Stroma,Yes,output/export/clusters/example_cluster75_image21.png,['Stroma'],Stroma
2182,example_cluster156_image3.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster156_image3.png,"['Stroma', 'Tumor']",Stroma|Tumor
2183,example_cluster84_image12.png,WBCs|RBCs,Yes,output/export/clusters/example_cluster84_image12.png,"['RBCs', 'WBCs']",RBCs|WBCs
2184,example_cluster156_image21.png,Necrosis|Tumor,Yes,output/export/clusters/example_cluster156_image21.png,"['Necrosis', 'Tumor']",Necrosis|Tumor
2185,example_cluster165_image12.png,Mucin,Yes,output/export/clusters/example_cluster165_image12.png,['Mucin'],Mucin
2186,example_cluster75_image3.png,Connective tissue,Yes,output/export/clusters/example_cluster75_image3.png,['Connective tissue'],Connective tissue
2187,example_cluster186_image0.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster186_image0.png,"['Stroma', 'Tumor']",Stroma|Tumor
2188,example_cluster25_image8.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster25_image8.png,"['Stroma', 'Tumor']",Stroma|Tumor
2189,example_cluster160_image17.png,RBCs,Yes,output/export/clusters/example_cluster160_image17.png,['RBCs'],RBCs
2190,example_cluster6_image18.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster6_image18.png,"['Stroma', 'Tumor']",Stroma|Tumor
2191,example_cluster106_image8.png,Liver,Yes,output/export/clusters/example_cluster106_image8.png,['Liver'],Liver
2192,example_cluster155_image22.png,Stroma|Tumor,Yes,output/export/clusters/example_cluster155_image22.png,"['Stroma', 'Tumor']",Stroma|Tumor
2194,example_cluster65_image4.png,Tumor,Yes,output/export/clusters/example_cluster65_image4.png,['Tumor'],Tumor
2195,example_cluster83_image13.png,Unknown|Lymphocytes,Yes,output/export/clusters/example_cluster83_image13.png,['Lymphocytes'],Lymphocytes
